Chr	BP	R2	Species
I	1910001	0.1301742381	C. elegans
I	1920001	0.09164072993	C. elegans
I	1930001	0.05125847105	C. elegans
I	1940001	0.08171891922	C. elegans
I	1960001	0.1537025471	C. elegans
I	1970001	0.05738997027	C. elegans
I	1980001	0.06202383559	C. elegans
I	1990001	0.2274580277	C. elegans
I	2000001	0.1952504491	C. elegans
I	2010001	0.04608337406	C. elegans
I	2020001	0.1348447591	C. elegans
I	2030001	0.1637995817	C. elegans
I	2040001	0.0918116328	C. elegans
I	2050001	0.1195069026	C. elegans
I	2060001	0.1864851824	C. elegans
I	2070001	0.1238313063	C. elegans
I	2080001	0.0484162178	C. elegans
I	2090001	0.1137295432	C. elegans
I	2100001	0.08482009202	C. elegans
I	2110001	0.07401505687	C. elegans
I	2120001	0.04931766161	C. elegans
I	2130001	0.04468283604	C. elegans
I	2140001	0.151085807	C. elegans
I	2160001	0.2212377109	C. elegans
I	2180001	0.1103430994	C. elegans
I	2190001	0.09076707363	C. elegans
I	2200001	0.1330967223	C. elegans
I	2210001	0.1226076331	C. elegans
I	2220001	0.09005682613	C. elegans
I	2230001	0.110556856	C. elegans
I	2240001	0.08261191096	C. elegans
I	2250001	0.07046017161	C. elegans
I	2260001	0.05592534948	C. elegans
I	2270001	0.1872333578	C. elegans
I	2280001	0.04998189196	C. elegans
I	2290001	0.1514794976	C. elegans
I	2300001	0.1146650522	C. elegans
I	2310001	0.08503523978	C. elegans
I	2320001	0.1432611802	C. elegans
I	2360001	0.07001369208	C. elegans
I	2370001	0.0676799643	C. elegans
I	2380001	0.1006074813	C. elegans
I	2390001	0.1292189238	C. elegans
I	2400001	0.08601727031	C. elegans
I	2410001	0.0980641174	C. elegans
I	2420001	0.09135595002	C. elegans
I	2430001	0.09561447415	C. elegans
I	2440001	0.0353966141	C. elegans
I	2450001	0.08429367547	C. elegans
I	2460001	0.06894252013	C. elegans
I	2470001	0.08327938204	C. elegans
I	2480001	0.08375227144	C. elegans
I	2490001	0.1074673618	C. elegans
I	2500001	0.1458762052	C. elegans
I	2510001	0.04883041491	C. elegans
I	2520001	0.07866091715	C. elegans
I	2530001	0.1264280506	C. elegans
I	2540001	0.05987224424	C. elegans
I	2550001	0.1124064936	C. elegans
I	2560001	0.07918062589	C. elegans
I	2570001	0.06686903905	C. elegans
I	2580001	0.1087822139	C. elegans
I	2590001	0.1030555241	C. elegans
I	2610001	0.04007894072	C. elegans
I	2620001	0.1016886742	C. elegans
I	2630001	0.10875018	C. elegans
I	2640001	0.1123454813	C. elegans
I	2650001	0.1014164171	C. elegans
I	2660001	0.1198637026	C. elegans
I	2670001	0.1949592808	C. elegans
I	2680001	0.1363263169	C. elegans
I	2690001	0.1884624503	C. elegans
I	2700001	0.09756278137	C. elegans
I	2710001	0.2775946951	C. elegans
I	2720001	0.1137759716	C. elegans
I	2730001	0.05028316295	C. elegans
I	2740001	0.1075247269	C. elegans
I	2750001	0.06646479493	C. elegans
I	2770001	0.1790467037	C. elegans
I	2780001	0.1282601522	C. elegans
I	2790001	0.04952504444	C. elegans
I	2800001	0.1041654446	C. elegans
I	2810001	0.07894644605	C. elegans
I	2820001	0.05425177541	C. elegans
I	2830001	0.09449209289	C. elegans
I	2840001	0.1020846826	C. elegans
I	2850001	0.08999443629	C. elegans
I	2860001	0.07942182568	C. elegans
I	2870001	0.2560638567	C. elegans
I	2880001	0.2136732191	C. elegans
I	2890001	0.2391609632	C. elegans
I	2910001	0.08246384025	C. elegans
I	2920001	0.182867572	C. elegans
I	2940001	0.06986554051	C. elegans
I	2950001	0.08475201778	C. elegans
I	2960001	0.2258697668	C. elegans
I	2970001	0.1891470397	C. elegans
I	2980001	0.0811560677	C. elegans
I	2990001	0.06417631783	C. elegans
I	3000001	0.3523668176	C. elegans
I	3010001	0.2616677243	C. elegans
I	3020001	0.2051953347	C. elegans
I	3030001	0.1602236915	C. elegans
I	3040001	0.0831962388	C. elegans
I	3050001	0.09873050489	C. elegans
I	3060001	0.09652941512	C. elegans
I	3070001	0.05687251949	C. elegans
I	3080001	0.1493544186	C. elegans
I	3090001	0.1332010123	C. elegans
I	3100001	0.1169698018	C. elegans
I	3110001	0.1544737681	C. elegans
I	3130001	0.1960468554	C. elegans
I	3140001	0.1841770231	C. elegans
I	3150001	0.1540515581	C. elegans
I	3160001	0.1028384566	C. elegans
I	3170001	0.389987788	C. elegans
I	3180001	0.09886490264	C. elegans
I	3190001	0.08470149024	C. elegans
I	3200001	0.1686395216	C. elegans
I	3210001	0.04548838608	C. elegans
I	3220001	0.07898238762	C. elegans
I	3240001	0.2589701357	C. elegans
I	3250001	0.1492129282	C. elegans
I	3260001	0.1303757441	C. elegans
I	3270001	0.2437908314	C. elegans
I	3290001	0.1949978707	C. elegans
I	3300001	0.3097220153	C. elegans
I	3310001	0.1900832923	C. elegans
I	3320001	0.2373911361	C. elegans
I	3330001	0.1619589142	C. elegans
I	3340001	0.3648075658	C. elegans
I	3350001	0.1374296835	C. elegans
I	3360001	0.06623635343	C. elegans
I	3370001	0.1558280206	C. elegans
I	3380001	0.08442232029	C. elegans
I	3390001	0.1181805406	C. elegans
I	3400001	0.1120611549	C. elegans
I	3410001	0.2622465213	C. elegans
I	3420001	0.08843085759	C. elegans
I	3430001	0.2099099526	C. elegans
I	3440001	0.1166912042	C. elegans
I	3450001	0.1580205535	C. elegans
I	3460001	0.3535381055	C. elegans
I	3470001	0.04611960566	C. elegans
I	3480001	0.1501206187	C. elegans
I	3490001	0.3536097206	C. elegans
I	3500001	0.1419866898	C. elegans
I	3510001	0.05765767781	C. elegans
I	3520001	0.04779402674	C. elegans
I	3530001	0.0728909716	C. elegans
I	3540001	0.2677349597	C. elegans
I	3550001	0.08771772132	C. elegans
I	3560001	0.05530397206	C. elegans
I	3570001	0.06357577008	C. elegans
I	3580001	0.2152937874	C. elegans
I	3590001	0.01231064733	C. elegans
I	3600001	0.06872081773	C. elegans
I	3610001	0.1211710431	C. elegans
I	3620001	0.1885414169	C. elegans
I	3630001	0.1473811225	C. elegans
I	3640001	0.1671010907	C. elegans
I	3650001	0.1221619551	C. elegans
I	3660001	0.1350152234	C. elegans
I	3670001	0.1451483318	C. elegans
I	3680001	0.05449455806	C. elegans
I	3690001	0.09887845501	C. elegans
I	3700001	0.1052384915	C. elegans
I	3710001	0.1537029895	C. elegans
I	3730001	0.1655093651	C. elegans
I	3740001	0.2231642427	C. elegans
I	3750001	0.1195296191	C. elegans
I	3770001	0.2671981534	C. elegans
I	3780001	0.2393596751	C. elegans
I	3790001	0.1942806226	C. elegans
I	3800001	0.2769944792	C. elegans
I	3810001	0.1952433829	C. elegans
I	3820001	0.2452507112	C. elegans
I	3830001	0.1650793035	C. elegans
I	3840001	0.1582093703	C. elegans
I	3850001	0.1646832049	C. elegans
I	3860001	0.07570158899	C. elegans
I	3870001	0.2058622563	C. elegans
I	3880001	0.06202382405	C. elegans
I	3890001	0.158751454	C. elegans
I	3900001	0.1442585875	C. elegans
I	3910001	0.1862135227	C. elegans
I	3920001	0.2791768176	C. elegans
I	3930001	0.1924751816	C. elegans
I	3940001	0.1168182114	C. elegans
I	3950001	0.3529613864	C. elegans
I	3960001	0.1495422403	C. elegans
I	3970001	0.2762524428	C. elegans
I	3980001	0.1217804225	C. elegans
I	3990001	0.1554422413	C. elegans
I	4000001	0.06057294328	C. elegans
I	4010001	0.04160720818	C. elegans
I	4020001	0.05724446237	C. elegans
I	4030001	0.1089734672	C. elegans
I	4040001	0.182236045	C. elegans
I	4050001	0.1376852674	C. elegans
I	4060001	0.05498268294	C. elegans
I	4070001	0.03961063868	C. elegans
I	4080001	0.07991874267	C. elegans
I	4090001	0.1775086837	C. elegans
I	4100001	0.1231192304	C. elegans
I	4110001	0.134984698	C. elegans
I	4120001	0.06367057423	C. elegans
I	4130001	0.142475557	C. elegans
I	4140001	0.04144295658	C. elegans
I	4150001	0.09067810383	C. elegans
I	4160001	0.08329093249	C. elegans
I	4180001	0.169393687	C. elegans
I	4190001	0.2356264234	C. elegans
I	4200001	0.1737684397	C. elegans
I	4210001	0.2129662064	C. elegans
I	4220001	0.1277020597	C. elegans
I	4230001	0.1293188744	C. elegans
I	4240001	0.1931361995	C. elegans
I	4250001	0.3545135065	C. elegans
I	4260001	0.05573719411	C. elegans
I	4270001	0.1510921728	C. elegans
I	4290001	0.2126577218	C. elegans
I	4300001	0.1258763424	C. elegans
I	4310001	0.08072667235	C. elegans
I	4320001	0.1296417574	C. elegans
I	4330001	0.1400724003	C. elegans
I	4340001	0.04124141205	C. elegans
I	4350001	0.1604800734	C. elegans
I	4360001	0.08977486565	C. elegans
I	4370001	0.1218526379	C. elegans
I	4380001	0.1812330433	C. elegans
I	4390001	0.1244416881	C. elegans
I	4400001	0.102068024	C. elegans
I	4410001	0.2561197964	C. elegans
I	4420001	0.2197393461	C. elegans
I	4430001	0.2057759101	C. elegans
I	4440001	0.171467757	C. elegans
I	4450001	0.109827991	C. elegans
I	4460001	0.1758597828	C. elegans
I	4470001	0.1889691976	C. elegans
I	4480001	0.04642706886	C. elegans
I	4490001	0.295414579	C. elegans
I	4500001	0.08724712712	C. elegans
I	4510001	0.1873691271	C. elegans
I	4520001	0.1991517859	C. elegans
I	4530001	0.2433898293	C. elegans
I	4550001	0.3551561534	C. elegans
I	4560001	0.2290791579	C. elegans
I	4570001	0.3034764727	C. elegans
I	4580001	0.1600996395	C. elegans
I	4590001	0.167552378	C. elegans
I	4600001	0.2936626659	C. elegans
I	4610001	0.1915447389	C. elegans
I	4620001	0.1664455239	C. elegans
I	4630001	0.102089762	C. elegans
I	4650001	0.1993461878	C. elegans
I	4660001	0.1484576803	C. elegans
I	4670001	0.1787954588	C. elegans
I	4680001	0.2509487974	C. elegans
I	4690001	0.3247597754	C. elegans
I	4700001	0.2649704447	C. elegans
I	4710001	0.1398579722	C. elegans
I	4720001	0.158733022	C. elegans
I	4730001	0.1781559722	C. elegans
I	4740001	0.2279111515	C. elegans
I	4750001	0.2181407417	C. elegans
I	4760001	0.1982412112	C. elegans
I	4770001	0.3521473793	C. elegans
I	4780001	0.2019231051	C. elegans
I	4790001	0.2450286747	C. elegans
I	4800001	0.3011541307	C. elegans
I	4810001	0.2198449391	C. elegans
I	4820001	0.2388155118	C. elegans
I	4830001	0.2497492556	C. elegans
I	4840001	0.1843224177	C. elegans
I	4850001	0.3500137609	C. elegans
I	4860001	0.3132297431	C. elegans
I	4870001	0.2482837772	C. elegans
I	4880001	0.3499137936	C. elegans
I	4890001	0.2567534445	C. elegans
I	4900001	0.3500923958	C. elegans
I	4910001	0.3120551173	C. elegans
I	4930001	0.3520280236	C. elegans
I	4940001	0.3613224055	C. elegans
I	4960001	0.255724906	C. elegans
I	4970001	0.1114171192	C. elegans
I	4980001	0.3074396894	C. elegans
I	4990001	0.3166770697	C. elegans
I	5000001	0.2127833883	C. elegans
I	5010001	0.2244869036	C. elegans
I	5030001	0.3475123048	C. elegans
I	5040001	0.1997362783	C. elegans
I	5050001	0.3498248982	C. elegans
I	5060001	0.3185848199	C. elegans
I	5070001	0.3468381852	C. elegans
I	5090001	0.2465812333	C. elegans
I	5100001	0.3466260234	C. elegans
I	5110001	0.2351415653	C. elegans
I	5120001	0.3462206126	C. elegans
I	5140001	0.2286561655	C. elegans
I	5150001	0.1834433686	C. elegans
I	5160001	0.2353220624	C. elegans
I	5170001	0.2788489949	C. elegans
I	5180001	0.3451394289	C. elegans
I	5230001	0.2159538635	C. elegans
I	5240001	0.2070090253	C. elegans
I	5250001	0.1965798825	C. elegans
I	5260001	0.3444664493	C. elegans
I	5270001	0.204974832	C. elegans
I	5280001	0.3570088253	C. elegans
I	5300001	0.3438885645	C. elegans
I	5310001	0.101627495	C. elegans
I	5320001	0.2451145542	C. elegans
I	5330001	0.3435409262	C. elegans
I	5350001	0.1198134564	C. elegans
I	5360001	0.06307133995	C. elegans
I	5370001	0.3139531622	C. elegans
I	5380001	0.2151263743	C. elegans
I	5390001	0.3710378448	C. elegans
I	5400001	0.1775999428	C. elegans
I	5410001	0.2770964766	C. elegans
I	5420001	0.2694217287	C. elegans
I	5430001	0.1775765829	C. elegans
I	5440001	0.3417476409	C. elegans
I	5450001	0.1183451136	C. elegans
I	5460001	0.1966042629	C. elegans
I	5470001	0.2760662287	C. elegans
I	5480001	0.2131042101	C. elegans
I	5490001	0.2811801064	C. elegans
I	5500001	0.1962203218	C. elegans
I	5510001	0.3005304061	C. elegans
I	5520001	0.1972753317	C. elegans
I	5530001	0.05338974813	C. elegans
I	5540001	0.2286677715	C. elegans
I	5550001	0.2534686633	C. elegans
I	5560001	0.24318385	C. elegans
I	5570001	0.2687597178	C. elegans
I	5580001	0.276397101	C. elegans
I	5590001	0.2311870985	C. elegans
I	5600001	0.3388570543	C. elegans
I	5610001	0.2239545961	C. elegans
I	5620001	0.1014716551	C. elegans
I	5630001	0.357111781	C. elegans
I	5640001	0.2348139891	C. elegans
I	5650001	0.1915612249	C. elegans
I	5660001	0.2431844338	C. elegans
I	5670001	0.2333738743	C. elegans
I	5680001	0.2447364148	C. elegans
I	5690001	0.05152592812	C. elegans
I	5700001	0.2257283818	C. elegans
I	5710001	0.171675546	C. elegans
I	5720001	0.1427940529	C. elegans
I	5730001	0.1660130412	C. elegans
I	5740001	0.1704928469	C. elegans
I	5750001	0.1761860408	C. elegans
I	5760001	0.3373349507	C. elegans
I	5770001	0.2596363273	C. elegans
I	5780001	0.2777173722	C. elegans
I	5790001	0.3364736158	C. elegans
I	5800001	0.2835002265	C. elegans
I	5810001	0.2305537445	C. elegans
I	5820001	0.1589441317	C. elegans
I	5830001	0.2264360872	C. elegans
I	5840001	0.153722293	C. elegans
I	5850001	0.2266421127	C. elegans
I	5860001	0.2606455952	C. elegans
I	5870001	0.2865692549	C. elegans
I	5880001	0.1007175911	C. elegans
I	5890001	0.2403770584	C. elegans
I	5900001	0.2016481749	C. elegans
I	5910001	0.1813851074	C. elegans
I	5920001	0.1603403955	C. elegans
I	5930001	0.2567624569	C. elegans
I	5940001	0.2960059459	C. elegans
I	5950001	0.1965922915	C. elegans
I	5960001	0.291668243	C. elegans
I	5970001	0.236010051	C. elegans
I	5980001	0.2561264923	C. elegans
I	5990001	0.2634120213	C. elegans
I	6000001	0.2355489961	C. elegans
I	6010001	0.2387264307	C. elegans
I	6020001	0.3077604405	C. elegans
I	6030001	0.2694915986	C. elegans
I	6040001	0.1418035751	C. elegans
I	6050001	0.06944546269	C. elegans
I	6060001	0.1571351379	C. elegans
I	6070001	0.2135995924	C. elegans
I	6080001	0.1150296481	C. elegans
I	6090001	0.2333919806	C. elegans
I	6100001	0.2613883193	C. elegans
I	6110001	0.2508182695	C. elegans
I	6120001	0.2528744254	C. elegans
I	6130001	0.2727442998	C. elegans
I	6140001	0.2868117377	C. elegans
I	6150001	0.2525733238	C. elegans
I	6160001	0.3279259217	C. elegans
I	6170001	0.3279234907	C. elegans
I	6180001	0.2899725912	C. elegans
I	6190001	0.3269551199	C. elegans
I	6200001	0.3289761434	C. elegans
I	6210001	0.1956575666	C. elegans
I	6230001	0.3260674238	C. elegans
I	6240001	0.3261533853	C. elegans
I	6250001	0.2441015151	C. elegans
I	6260001	0.2970525867	C. elegans
I	6270001	0.1942171478	C. elegans
I	6280001	0.2849374836	C. elegans
I	6290001	0.3247431004	C. elegans
I	6300001	0.2557489564	C. elegans
I	6310001	0.1792495881	C. elegans
I	6320001	0.3230645248	C. elegans
I	6330001	0.3229331688	C. elegans
I	6340001	0.3228891443	C. elegans
I	6350001	0.322319479	C. elegans
I	6360001	0.06181723172	C. elegans
I	6370001	0.2055223085	C. elegans
I	6380001	0.2446219266	C. elegans
I	6390001	0.1753961773	C. elegans
I	6400001	0.1901846195	C. elegans
I	6410001	0.2449616296	C. elegans
I	6420001	0.2466788867	C. elegans
I	6430001	0.2307635798	C. elegans
I	6440001	0.07354553825	C. elegans
I	6450001	0.0358098722	C. elegans
I	6460001	0.1867083682	C. elegans
I	6470001	0.1609149389	C. elegans
I	6480001	0.2222294198	C. elegans
I	6490001	0.2777052659	C. elegans
I	6500001	0.273035045	C. elegans
I	6510001	0.2341386113	C. elegans
I	6520001	0.3201526949	C. elegans
I	6530001	0.2095572742	C. elegans
I	6540001	0.2107983078	C. elegans
I	6550001	0.1231277273	C. elegans
I	6560001	0.3197160117	C. elegans
I	6570001	0.319537217	C. elegans
I	6580001	0.3192688605	C. elegans
I	6590001	0.3191966814	C. elegans
I	6600001	0.3181932984	C. elegans
I	6610001	0.3177666177	C. elegans
I	6620001	0.3174083042	C. elegans
I	6630001	0.2674806202	C. elegans
I	6650001	0.317496835	C. elegans
I	6660001	0.2516470515	C. elegans
I	6670001	0.325961088	C. elegans
I	6680001	0.2625908442	C. elegans
I	6690001	0.2197839459	C. elegans
I	6700001	0.2496107714	C. elegans
I	6710001	0.2293296251	C. elegans
I	6720001	0.1947154046	C. elegans
I	6730001	0.228805719	C. elegans
I	6740001	0.2912893637	C. elegans
I	6770001	0.2896864303	C. elegans
I	6780001	0.3130676239	C. elegans
I	6790001	0.1836653444	C. elegans
I	6800001	0.246409367	C. elegans
I	6820001	0.2681409001	C. elegans
I	6830001	0.2041944544	C. elegans
I	6840001	0.3119217022	C. elegans
I	6850001	0.2281804917	C. elegans
I	6860001	0.3121011283	C. elegans
I	6870001	0.2420612417	C. elegans
I	6880001	0.2005332064	C. elegans
I	6890001	0.2611670155	C. elegans
I	6900001	0.3105669826	C. elegans
I	6910001	0.3103184427	C. elegans
I	6920001	0.2699468012	C. elegans
I	6930001	0.2252326808	C. elegans
I	6940001	0.2438365793	C. elegans
I	6950001	0.308347198	C. elegans
I	6960001	0.3081610029	C. elegans
I	6970001	0.2542497889	C. elegans
I	6980001	0.2074680249	C. elegans
I	6990001	0.2328135291	C. elegans
I	7000001	0.1870103281	C. elegans
I	7010001	0.2030494056	C. elegans
I	7020001	0.2389107025	C. elegans
I	7030001	0.255702812	C. elegans
I	7040001	0.3059336641	C. elegans
I	7050001	0.3056984193	C. elegans
I	7080001	0.1951813014	C. elegans
I	7090001	0.08152769144	C. elegans
I	7110001	0.2288909895	C. elegans
I	7120001	0.03324238801	C. elegans
I	7130001	0.3314990105	C. elegans
I	7140001	0.2815019419	C. elegans
I	7150001	0.01971250478	C. elegans
I	7160001	0.02251956644	C. elegans
I	7170001	0.3178160093	C. elegans
I	7180001	0.2202021623	C. elegans
I	7190001	0.3035035733	C. elegans
I	7200001	0.2572885204	C. elegans
I	7210001	0.2336165189	C. elegans
I	7220001	0.2735045928	C. elegans
I	7230001	0.2427592976	C. elegans
I	7240001	0.1582150588	C. elegans
I	7250001	0.04331381768	C. elegans
I	7290001	0.2511932177	C. elegans
I	7300001	0.2526128559	C. elegans
I	7310001	0.2394491343	C. elegans
I	7320001	0.1860774162	C. elegans
I	7330001	0.3011258875	C. elegans
I	7340001	0.2607117649	C. elegans
I	7350001	0.1679655277	C. elegans
I	7360001	0.2614027528	C. elegans
I	7370001	0.2989786213	C. elegans
I	7380001	0.120628463	C. elegans
I	7390001	0.2430723317	C. elegans
I	7400001	0.2474152065	C. elegans
I	7410001	0.3016757092	C. elegans
I	7420001	0.2980859145	C. elegans
I	7430001	0.03184723612	C. elegans
I	7440001	0.3063211168	C. elegans
I	7450001	0.2619109614	C. elegans
I	7460001	0.2976350898	C. elegans
I	7470001	0.2970186333	C. elegans
I	7480001	0.1688494755	C. elegans
I	7490001	0.2968065179	C. elegans
I	7500001	0.2086061029	C. elegans
I	7510001	0.2177175993	C. elegans
I	7530001	0.2292881012	C. elegans
I	7540001	0.2625715747	C. elegans
I	7550001	0.195295262	C. elegans
I	7560001	0.2623226222	C. elegans
I	7570001	0.1422960093	C. elegans
I	7580001	0.2538745483	C. elegans
I	7590001	0.2557061591	C. elegans
I	7600001	0.2090334299	C. elegans
I	7610001	0.1869383502	C. elegans
I	7620001	0.1937429176	C. elegans
I	7630001	0.1911698107	C. elegans
I	7640001	0.2029858567	C. elegans
I	7650001	0.2264761938	C. elegans
I	7660001	0.2157249267	C. elegans
I	7670001	0.1608102582	C. elegans
I	7680001	0.1840898339	C. elegans
I	7690001	0.1735285795	C. elegans
I	7710001	0.2727909844	C. elegans
I	7720001	0.2927960106	C. elegans
I	7730001	0.1792714744	C. elegans
I	7750001	0.2669174842	C. elegans
I	7760001	0.2278332166	C. elegans
I	7770001	0.1908638491	C. elegans
I	7790001	0.2367870351	C. elegans
I	7800001	0.1474472737	C. elegans
I	7810001	0.2020885193	C. elegans
I	7820001	0.2656836901	C. elegans
I	7830001	0.2907442661	C. elegans
I	7840001	0.09332558142	C. elegans
I	7850001	0.1890715748	C. elegans
I	7860001	0.2214159649	C. elegans
I	7870001	0.2494607547	C. elegans
I	7880001	0.2269731167	C. elegans
I	7890001	0.2390941514	C. elegans
I	7900001	0.249464147	C. elegans
I	7910001	0.09962159838	C. elegans
I	7920001	0.08959235539	C. elegans
I	7930001	0.1545077812	C. elegans
I	7940001	0.1302855687	C. elegans
I	7950001	0.1996418544	C. elegans
I	7960001	0.1896176682	C. elegans
I	7970001	0.2356037855	C. elegans
I	7980001	0.1511302107	C. elegans
I	7990001	0.2476651133	C. elegans
I	8000001	0.203629352	C. elegans
I	8010001	0.141294525	C. elegans
I	8020001	0.1918195349	C. elegans
I	8030001	0.2271897632	C. elegans
I	8040001	0.2876655358	C. elegans
I	8050001	0.2069918205	C. elegans
I	8060001	0.06056568682	C. elegans
I	8070001	0.250074971	C. elegans
I	8080001	0.213735832	C. elegans
I	8090001	0.1095798517	C. elegans
I	8110001	0.2868177332	C. elegans
